FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,J,LEFT_CHANNEL,RIGHT_CHANNEL
LA0020100601-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1762.91091227584,NA 
LA0020100601-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1900.5585838405,NA 
LA0020100601-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1814.94250846806,NA 
LA0020100601-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1764.67375395917,NA 
LA0020100601-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1724.71850234624,NA 
LA0020100602-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1773.09353166019,NA 
LA0020100602-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1876.78125304784,NA 
LA0020100602-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1843.41375450787,NA 
LA0020100602-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1842.99880603889,NA 
LA0020100602-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1847.20910583845,NA 
LA0020100603-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1799.9306859555,NA 
LA0020100603-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1832.99170081828,NA 
LA0020100603-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1861.67364866585,NA 
LA0020100603-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1900.06365796452,NA 
LA0020100603-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1780.75214294102,NA 
LA0020100604-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1890.45300807335,NA 
LA0020100604-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1883.92748332941,NA 
LA0020100604-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1840.03737294035,NA 
LA0020100604-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1854.92781919866,NA 
LA0020100604-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2067.57731033118,NA 
LA0020100605-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1790.12458646192,NA 
LA0020100605-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1815.43032205816,NA 
LA0020100605-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1819.70506481829,NA 
LA0020100605-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2125.36158653118,NA 
LA0020100605-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1830.84497522031,NA 
LA0020100606-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1886.48632284468,NA 
LA0020100606-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1977.95592904476,NA 
LA0020100606-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2051.42239091253,NA 
LA0020100606-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2000.38227047488,NA 
LA0020100606-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1972.91272406249,NA 
LA0020100607-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1798.81870663401,NA 
LA0020100607-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1859.62361375509,NA 
LA0020100607-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1822.39595313196,NA 
LA0020100607-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1820.52418798915,NA 
LA0020100607-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1741.67410716362,NA 
LA0020100608-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1870.88146116595,NA 
LA0020100608-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1828.95961691457,NA 
LA0020100608-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1844.98242564692,NA 
LA0020100608-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1826.90059750807,NA 
LA0020100608-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1870.14863282511,NA 
LA0020100609-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2002.73299217508,NA 
LA0020100609-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2094.72738594236,NA 
LA0020100609-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1842.12572971534,NA 
LA0020100609-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1839.4136609247,NA 
LA0020100609-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1746.96129710107,NA 
LA0020100610-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1750.77700559428,NA 
LA0020100610-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1738.60953382301,NA 
LA0020100610-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1799.63631455822,NA 
LA0020100610-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1666.81636505905,NA 
LA0020100610-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1667.80338478081,NA 
LA0020100611-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1777.68415725989,NA 
LA0020100611-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1934.15663211414,NA 
LA0020100611-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1752.19417001831,NA 
LA0020100611-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1761.35906854484,NA 
LA0020100611-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1692.70606150286,NA 
LA0020100612-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1972.78875673359,NA 
LA0020100612-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1867.144467653,NA 
LA0020100612-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1727.33222353138,NA 
LA0020100612-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1756.77653835046,NA 
LA0020100612-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1752.34705428873,NA 
LA0020100613-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1733.51948718799,NA 
LA0020100613-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1750.77020928617,NA 
LA0020100613-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1744.79791830467,NA 
LA0020100613-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1735.54127974121,NA 
LA0020100613-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1718.99160175623,NA 
LA0020100614-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1793.53963681485,NA 
LA0020100614-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1755.81232025514,NA 
LA0020100614-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1716.91138046738,NA 
LA0020100614-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1726.68835084365,NA 
LA0020100614-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1705.47370866542,NA 
LA0020100615-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1763.37919630753,NA 
LA0020100615-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1727.99502149134,NA 
LA0020100615-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1698.64385751383,NA 
LA0020100615-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1704.96762116931,NA 
LA0020100615-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1760.98864288852,NA 
LA0020100616-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2016.9171417878,NA 
LA0020100616-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2090.21874340125,NA 
LA0020100616-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2147.31691621201,NA 
LA0020100616-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2214.0716386084,NA 
LA0020100616-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1970.24803209802,NA 
LA0020100617-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1774.02971692491,NA 
LA0020100617-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1761.33651993937,NA 
LA0020100617-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1811.06049994863,NA 
LA0020100617-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1831.19012667929,NA 
LA0020100617-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1784.93659779132,NA 
LA0020100618-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1712.94114428914,NA 
LA0020100618-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1715.98474992786,NA 
LA0020100618-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1708.16658314943,NA 
LA0020100618-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1702.64752776501,NA 
LA0020100618-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1699.23819974708,NA 
LA0020100619-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1757.70651175266,NA 
LA0020100619-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1786.35240187732,NA 
LA0020100619-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1665.95949129892,NA 
LA0020100619-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1712.56173892787,NA 
LA0020100619-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1734.32582616621,NA 
LA0020100620-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1746.14350753967,NA 
LA0020100620-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1759.18332803664,NA 
LA0020100620-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1711.93282719258,NA 
LA0020100620-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1703.33365482599,NA 
LA0020100620-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1735.68111633786,NA 
LA0020100621-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1798.18398398914,NA 
LA0020100621-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1814.91455612557,NA 
LA0020100621-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1729.5674853181,NA 
LA0020100621-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1790.23332249964,NA 
LA0020100621-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1805.0449524015,NA 
LA0020100622-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2097.34731916426,NA 
LA0020100622-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2082.18430246235,NA 
LA0020100622-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1949.7413949437,NA 
LA0020100622-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2091.47995609218,NA 
LA0020100622-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2088.79127769392,NA 
LA0020100623-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1808.54972897939,NA 
LA0020100623-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1750.66449924869,NA 
LA0020100623-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1723.00560278509,NA 
LA0020100623-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1937.24525963421,NA 
LA0020100623-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1768.15955678336,NA 
LA0020100624-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1747.74347970304,NA 
LA0020100624-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1780.58557009445,NA 
LA0020100624-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1730.48328851089,NA 
LA0020100624-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1741.57867962976,NA 
LA0020100624-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1748.54260681391,NA 
LA0020100625-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1837.14956170733,NA 
LA0020100625-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1768.10359241849,NA 
LA0020100625-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1805.19725108305,NA 
LA0020100625-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1893.22277059932,NA 
LA0020100625-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1751.90235893474,NA 
LA0020100626-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2014.252082921,NA 
LA0020100626-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1987.54978961379,NA 
LA0020100626-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1869.04150813332,NA 
LA0020100626-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1840.40145193186,NA 
LA0020100626-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1782.75305176562,NA 
LA0020100627-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1747.44163326045,NA 
LA0020100627-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1806.28306897628,NA 
LA0020100627-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1729.39536925578,NA 
LA0020100627-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1810.88304720872,NA 
LA0020100627-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1779.16839063869,NA 
LA0020100628-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1756.20255017123,NA 
LA0020100628-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1769.27803826849,NA 
LA0020100628-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1738.56731169156,NA 
LA0020100628-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1689.32437782653,NA 
LA0020100628-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1734.02257637958,NA 
LA0020100629-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1739.92893240688,NA 
LA0020100629-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1750.27635979582,NA 
LA0020100629-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1697.82461943987,NA 
LA0020100629-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1710.42935463505,NA 
LA0020100629-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1876.28556292237,NA 
LA0020100630-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1772.83460454023,NA 
LA0020100630-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1740.61840874645,NA 
LA0020100630-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1836.97866500516,NA 
LA0020100630-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1717.60001565423,NA 
LA0020100630-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1846.67107644048,NA 
LA0020110601-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1715.42767410768,NA 
