FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,WL,ENVT,MSMOOTH,KSMOOTH,LEFT_CHANNEL,RIGHT_CHANNEL
LA0020090614-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.9154997156431,NA 
LA0020090614-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.896488210605104,NA 
LA0020090614-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.899053435096991,NA 
LA0020090614-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.904799703860037,NA 
LA0020090615-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.849185361907675,NA 
LA0020090615-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.799552313163249,NA 
LA0020090615-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.774429964493471,NA 
LA0020090615-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.730651218381565,NA 
LA0020090615-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.779303989420383,NA 
LA0020090616-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.878501443501,NA 
LA0020090616-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.900328932779015,NA 
LA0020090616-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.855648550524394,NA 
LA0020090616-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.904723437495265,NA 
LA0020090616-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.90980048957551,NA 
LA0020090617-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.914083631481996,NA 
LA0020090617-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.886303968027445,NA 
LA0020090617-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.868189807946447,NA 
LA0020090617-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.895447711632802,NA 
LA0020090617-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.845197727910981,NA 
LA0020090618-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.917412425660503,NA 
LA0020090618-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.906227922814294,NA 
LA0020090618-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.875011050661489,NA 
LA0020090618-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.865440888553341,NA 
LA0020090618-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.907644015693187,NA 
LA0020090619-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.783551032425624,NA 
LA0020090619-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.749033348231551,NA 
LA0020090619-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.748886250904041,NA 
LA0020090619-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.868048608101296,NA 
LA0020090619-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.879924362586408,NA 
LA0020090620-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.940913556308678,NA 
LA0020090620-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.863731077252487,NA 
LA0020090620-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.886787571032106,NA 
LA0020090620-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.881380412855871,NA 
LA0020090620-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.819440245352102,NA 
LA0020090621-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.91500866926838,NA 
LA0020090621-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.871396079181838,NA 
LA0020090621-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.856735205451492,NA 
LA0020090621-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.636446936390877,NA 
LA0020090621-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.823441886916426,NA 
LA0020090622-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.91096249259529,NA 
LA0020090622-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.916464184368844,NA 
LA0020090622-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.877862844728983,NA 
LA0020090622-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.897395529705664,NA 
LA0020090622-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.891055875559229,NA 
LA0020090623-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.915328818320516,NA 
LA0020090623-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.900168984977791,NA 
LA0020090623-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.875543642209776,NA 
LA0020090623-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.893562674908159,NA 
LA0020090623-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.852196416172386,NA 
LA0020090624-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920011900632863,NA 
LA0020090624-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.893364831315087,NA 
LA0020090624-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.867583911344055,NA 
LA0020090624-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.879099870393758,NA 
LA0020090624-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.84673777410932,NA 
LA0020090625-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.902801321719723,NA 
LA0020090625-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.905731096808,NA 
LA0020090625-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.888674528075096,NA 
LA0020090625-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.880038457192525,NA 
LA0020090625-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.843088829241186,NA 
LA0020100601-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.831925376355726,NA 
LA0020100601-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.881874655467484,NA 
LA0020100601-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.921339640710734,NA 
LA0020100601-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.880161891829342,NA 
LA0020100601-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.880298171368577,NA 
LA0020100602-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.910865873600062,NA 
LA0020100602-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.924320175214243,NA 
LA0020100602-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.925587140881786,NA 
LA0020100602-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920606451439591,NA 
LA0020100602-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.906292394233055,NA 
LA0020100603-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.910046457530916,NA 
LA0020100603-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.930455831425852,NA 
LA0020100603-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.912678947005503,NA 
LA0020100603-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.927597076827306,NA 
LA0020100603-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.92301374048615,NA 
LA0020100604-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.875481086666933,NA 
LA0020100604-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.92597749855466,NA 
LA0020100604-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.923787175910889,NA 
LA0020100604-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.928602287619582,NA 
LA0020100604-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.933013393174648,NA 
LA0020100605-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.92642484504804,NA 
LA0020100605-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.941851459385167,NA 
LA0020100605-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.942169458658284,NA 
LA0020100605-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.893393338953465,NA 
LA0020100605-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.821009879624768,NA 
LA0020100606-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.930217504500591,NA 
LA0020100606-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.931311598658331,NA 
LA0020100606-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.929444052999396,NA 
LA0020100606-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.930875321252018,NA 
LA0020100606-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.930312772537168,NA 
LA0020100607-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.900976613800895,NA 
LA0020100607-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.926277671517534,NA 
LA0020100607-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.893576341323883,NA 
LA0020100607-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.910524566688359,NA 
LA0020100607-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.859772180603478,NA 
LA0020100608-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.90456325696959,NA 
LA0020100608-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.926106257237779,NA 
LA0020100608-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.931173651932132,NA 
LA0020100608-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.925698556847918,NA 
LA0020100608-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.916960391821781,NA 
LA0020100609-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.909896539997912,NA 
LA0020100609-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.927485162545405,NA 
LA0020100609-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.921002374853332,NA 
LA0020100609-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.903337419861342,NA 
LA0020100609-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.925619275691101,NA 
LA0020100610-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.752197358688445,NA 
LA0020100610-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.855923414044406,NA 
LA0020100610-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.713904539091867,NA 
LA0020100610-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.850881089233933,NA 
LA0020100610-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.599458201566468,NA 
LA0020100611-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.897338900007704,NA 
LA0020100611-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.910682793465049,NA 
LA0020100611-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.891456298649437,NA 
LA0020100611-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.902520347488149,NA 
LA0020100611-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.886981218582423,NA 
LA0020100612-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.907496603680382,NA 
LA0020100612-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.903484037747083,NA 
LA0020100612-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.921429728622207,NA 
LA0020100612-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.926187614691165,NA 
LA0020100612-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.909047119203282,NA 
LA0020100613-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.923339830600103,NA 
LA0020100613-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.935665787162254,NA 
LA0020100613-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.907787811180409,NA 
LA0020100613-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.919358688010959,NA 
LA0020100613-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.898726443003919,NA 
LA0020100614-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.846715753001473,NA 
LA0020100614-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.924674464553958,NA 
LA0020100614-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.921673227090211,NA 
LA0020100614-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.734174271563145,NA 
LA0020100614-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.901162666649538,NA 
LA0020100615-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.935609762213453,NA 
LA0020100615-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.924299417150058,NA 
LA0020100615-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.858889265654046,NA 
LA0020100615-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.928526700013186,NA 
LA0020100615-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.939681336886471,NA 
LA0020100616-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.892852202727908,NA 
LA0020100616-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.915447901765061,NA 
LA0020100616-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.913225050529132,NA 
LA0020100616-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920768514692937,NA 
LA0020100616-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.907115920053968,NA 
LA0020100617-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.902737966660688,NA 
LA0020100617-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.9286194965089,NA 
LA0020100617-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.584123596781535,NA 
LA0020100617-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.905239082098708,NA 
LA0020100617-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.893701896783868,NA 
LA0020100618-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.927327593978627,NA 
LA0020100618-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.933145619238861,NA 
LA0020100618-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.935472319426203,NA 
LA0020100618-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.926739084059942,NA 
LA0020100618-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.91912016250399,NA 
LA0020100619-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.778403857959895,NA 
LA0020100619-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.927696403728982,NA 
LA0020100619-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.644829909922474,NA 
LA0020100619-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.83630199907635,NA 
LA0020100619-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.791150656431939,NA 
LA0020100620-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.907885871123905,NA 
LA0020100620-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920193972337303,NA 
LA0020100620-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.911904539773899,NA 
LA0020100620-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.85766053395764,NA 
LA0020100620-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.898467504549413,NA 
LA0020100621-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.92027135486421,NA 
LA0020100621-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.910219932256185,NA 
LA0020100621-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.876517571443642,NA 
LA0020100621-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.866007288599195,NA 
LA0020100621-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.870443839528873,NA 
LA0020100622-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.929665600467579,NA 
LA0020100622-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.92773713265144,NA 
LA0020100622-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.923959571967732,NA 
LA0020100622-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.929351213609375,NA 
LA0020100622-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.925965130399283,NA 
LA0020100623-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.922130079834679,NA 
LA0020100623-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.906364518463329,NA 
LA0020100623-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.843893741207072,NA 
LA0020100623-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.909949949256443,NA 
LA0020100623-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.866070168244751,NA 
LA0020100624-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.935660526382604,NA 
LA0020100624-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920882262506925,NA 
LA0020100624-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.691004126868589,NA 
LA0020100624-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.829277975547284,NA 
LA0020100624-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.83853114278431,NA 
LA0020100625-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.920775639979587,NA 
LA0020100625-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.890489624352272,NA 
LA0020100625-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.887894676499908,NA 
LA0020100625-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.882939905009685,NA 
LA0020100625-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.868093745810944,NA 
LA0020100626-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.937987317516582,NA 
LA0020100626-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.931705772359918,NA 
LA0020100626-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.922883395724123,NA 
LA0020100626-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.941856372099674,NA 
LA0020100626-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.936605463452725,NA 
LA0020100627-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.925091535930553,NA 
LA0020100627-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.926619272357567,NA 
LA0020100627-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.574352347777823,NA 
LA0020100627-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.917008877078301,NA 
LA0020100627-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.919547017813912,NA 
LA0020100628-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.928256982329636,NA 
LA0020100628-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.9013156679857,NA 
LA0020100628-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.834464964619113,NA 
LA0020100628-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.854150243580129,NA 
LA0020100628-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.913073028951775,NA 
LA0020100629-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.911201002207658,NA 
LA0020100629-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.873885796695248,NA 
LA0020100629-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.871630507277199,NA 
LA0020100629-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.8790770263785,NA 
LA0020100629-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.882558241203092,NA 
LA0020100630-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.91762394979873,NA 
LA0020100630-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.891059524137442,NA 
LA0020100630-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.894130024515085,NA 
LA0020100630-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.848916756111505,NA 
LA0020100630-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.852193260732894,NA 
LA0020110601-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.668223948631469,NA 
LA0020110601-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.543441671959165,NA 
LA0020110601-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.66585445743534,NA 
LA0020110601-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.679951332098391,NA 
LA0020110601-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.652488540330391,NA 
LA0020110602-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.46022394116663,NA 
LA0020110602-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.661073982565914,NA 
LA0020110602-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.875052167132524,NA 
LA0020110602-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.783080221549502,NA 
LA0020110602-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.834483058359785,NA 
LA0020110603-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.906528134775442,NA 
LA0020110603-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.913742030415445,NA 
LA0020110603-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.900718036871959,NA 
LA0020110603-070000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.906776449147784,NA 
LA0020110603-073000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.904861898263678,NA 
LA0020110604-053000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.912662990890167,NA 
LA0020110604-060000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.781742204560973,NA 
LA0020110604-063000.wav,22050,16,60,1,H,512,hil,NULL,NULL,0.813153964615689,NA 
